customer_id,join_date,plan,country,industry,monthly_revenue,monthly_logins,features_used,data_usage_gb,support_tickets,avg_response_time_hours,satisfaction_score,payment_method,late_payments,churned,churn_date,churn_score
CUST_000070,2023-04-18 00:47:40.599251,Enterprise,US,Education,251.43,14,11,8.96,3,15.7,5.2,Credit Card,2,0,,1.05
CUST_000071,2024-01-16 00:47:40.599251,Basic,US,Technology,21.39,20,14,11.13,1,0.7,7.1,Bank Transfer,1,0,,-2.67
CUST_000072,2025-03-04 00:47:40.599251,Premium,US,Healthcare,82.55,19,6,103.35,2,21.5,9.7,Bank Transfer,0,0,,-0.62
CUST_000073,2024-05-11 00:47:40.599251,Enterprise,France,Technology,211.89,13,14,25.96,3,25.3,6.2,Bank Transfer,0,0,,-2.63
CUST_000074,2023-10-12 00:47:40.602241,Premium,UK,Healthcare,66.88,16,12,29.78,1,14.3,8.4,Credit Card,0,0,,-2.88
CUST_000075,2024-05-08 00:47:40.602241,Basic,UK,Healthcare,37.67,17,8,11.52,0,7.5,7.6,PayPal,0,0,,-0.69
CUST_000076,2022-09-29 00:47:40.602241,Basic,US,Education,29.46,0,7,32.69,1,9.4,7.6,Credit Card,0,1,2023-05-19 00:47:40.602241,3.4
CUST_000077,2022-12-21 00:47:40.602241,Basic,UK,Technology,29.37,10,9,55.83,2,28.3,7.5,Credit Card,1,1,2023-04-03 00:47:40.602241,2.0
CUST_000078,2024-01-22 00:47:40.602241,Basic,France,Finance,22.76,20,7,43.04,1,22.3,8.7,PayPal,1,0,,-2.4
CUST_000079,2024-10-05 00:47:40.602241,Basic,US,Finance,34.23,19,13,23.55,2,23.9,9.3,Credit Card,0,0,,-0.97
CUST_000080,2024-02-28 00:47:40.602241,Premium,UK,Healthcare,79.66,9,4,31.13,3,0.6,5.8,Credit Card,0,0,,-1.53
CUST_000081,2024-01-26 00:47:40.603996,Premium,UK,Retail,88.4,28,9,28.18,1,74.2,5.7,Credit Card,0,0,,-0.47
CUST_000082,2023-02-21 00:47:40.603996,Basic,US,Finance,40.89,23,10,18.65,2,12.8,7.3,Credit Card,0,0,,-0.16
CUST_000083,2023-04-22 00:47:40.603996,Premium,Canada,Technology,53.83,27,9,84.57,2,0.1,7.9,Credit Card,1,0,,0.25
CUST_000084,2023-07-07 00:47:40.603996,Basic,US,Education,30.84,19,10,86.47,2,23.5,10.0,Credit Card,2,0,,-3.24
CUST_000085,2024-04-24 00:47:40.603996,Basic,US,Finance,34.59,23,11,34.34,1,28.5,5.3,Bank Transfer,2,0,,-2.91
CUST_000086,2024-10-07 00:47:40.603996,Basic,Canada,Finance,26.8,9,13,21.05,4,24.5,8.4,Credit Card,0,0,,-4.56
CUST_000087,2022-09-08 00:47:40.603996,Premium,US,Technology,55.31,6,12,158.06,1,5.4,6.1,Credit Card,1,0,,-0.92
CUST_000088,2022-10-11 00:47:40.603996,Premium,Australia,Education,70.56,14,11,55.67,0,7.1,8.1,Credit Card,0,0,,-2.66
CUST_000089,2025-01-12 00:47:40.603996,Basic,US,Technology,25.04,8,11,40.35,1,14.2,8.1,PayPal,0,0,,-0.51
CUST_000090,2025-04-12 00:47:40.603996,Starter,Germany,Technology,8.21,18,7,1.16,1,75.7,8.6,Credit Card,0,0,,-0.88
CUST_000091,2024-12-05 00:47:40.603996,Basic,UK,Technology,30.66,18,4,3.53,0,3.5,7.6,PayPal,0,0,,1.53
CUST_000092,2024-09-07 00:47:40.603996,Basic,UK,Healthcare,30.64,7,14,22.69,2,5.7,10.0,Credit Card,0,0,,-3.1
CUST_000093,2024-08-24 00:47:40.603996,Premium,US,Technology,67.8,15,3,35.61,4,18.0,5.9,Bank Transfer,0,0,,-0.21
CUST_000094,2023-03-06 00:47:40.603996,Basic,US,Healthcare,32.14,21,4,7.18,3,5.0,5.2,Bank Transfer,1,1,2024-02-04 00:47:40.603996,2.03
CUST_000095,2025-03-09 00:47:40.603996,Basic,US,Healthcare,33.73,8,7,33.5,1,32.1,4.0,Credit Card,0,1,2025-10-22 00:47:40.603996,2.56
CUST_000096,2023-05-28 00:47:40.603996,Enterprise,Germany,Manufacturing,172.37,22,3,91.9,0,55.7,10.0,Credit Card,1,0,,-2.61
CUST_000097,2022-12-02 00:47:40.603996,Premium,US,Finance,86.27,11,10,4.43,1,1.8,6.3,Credit Card,0,1,2023-09-28 00:47:40.603996,2.3
CUST_000098,2024-02-19 00:47:40.603996,Enterprise,Canada,Technology,246.19,15,14,114.58,3,0.3,6.2,Credit Card,1,0,,-1.88
CUST_000099,2025-06-24 00:47:40.603996,Enterprise,US,Technology,158.78,14,14,8.52,0,2.8,6.3,Credit Card,0,0,,0.2
CUST_000100,2024-11-25 00:47:40.603996,Basic,US,Technology,30.22,17,7,16.84,5,14.8,8.2,Bank Transfer,1,0,,-1.27
CUST_000101,2024-01-18 00:47:40.603996,Premium,Japan,Education,85.32,15,5,8.17,2,32.6,6.2,Credit Card,0,0,,1.24
CUST_000102,2023-08-21 00:47:40.603996,Premium,Germany,Healthcare,82.26,13,5,25.67,2,31.7,5.7,Credit Card,1,0,,0.44
CUST_000103,2024-12-01 00:47:40.603996,Basic,Australia,Technology,24.45,27,13,70.58,3,11.7,9.3,Credit Card,0,0,,-4.38
CUST_000104,2023-11-24 00:47:40.603996,Premium,US,Technology,72.42,8,5,3.35,3,27.1,6.6,Bank Transfer,0,0,,1.83
CUST_000105,2023-02-08 00:47:40.603996,Basic,US,Healthcare,33.04,23,6,6.53,2,1.6,8.4,Bank Transfer,0,0,,-0.3
CUST_000106,2024-08-28 00:47:40.603996,Basic,UK,Healthcare,32.16,6,12,20.36,0,0.6,6.7,Credit Card,0,0,,-0.23
CUST_000107,2022-12-31 00:47:40.603996,Starter,US,Healthcare,9.92,11,8,49.87,0,56.2,7.6,Credit Card,0,0,,0.15
CUST_000108,2025-07-11 00:47:40.603996,Basic,US,Healthcare,28.69,10,9,14.18,2,34.2,9.7,Credit Card,0,0,,-2.27
CUST_000109,2024-01-25 00:47:40.603996,Basic,US,Education,29.59,8,4,65.92,1,51.3,9.2,Bank Transfer,1,0,,-2.38
CUST_000110,2022-09-26 00:47:40.603996,Starter,US,Retail,8.0,7,14,21.5,0,3.9,6.4,Bank Transfer,0,0,,-1.81
CUST_000111,2024-07-17 00:47:40.603996,Premium,US,Education,74.33,17,8,12.82,2,26.2,7.2,Bank Transfer,0,0,,-0.14
CUST_000112,2022-09-12 00:47:40.603996,Enterprise,US,Retail,186.96,10,7,9.0,2,5.5,7.0,Credit Card,2,0,,1.51
CUST_000113,2024-12-12 00:47:40.603996,Basic,US,Education,27.95,24,11,25.32,0,14.0,6.7,Credit Card,0,0,,-1.51
CUST_000114,2023-11-14 00:47:40.603996,Enterprise,US,Healthcare,153.56,23,14,59.52,4,98.5,7.0,Credit Card,1,0,,-1.4
CUST_000115,2022-09-12 00:47:40.603996,Basic,US,Finance,29.14,33,9,6.53,5,27.9,6.7,Credit Card,1,0,,-0.44
CUST_000116,2024-06-05 00:47:40.603996,Basic,France,Technology,30.6,16,8,88.09,1,29.9,6.7,Credit Card,0,0,,-0.41
CUST_000117,2024-09-07 00:47:40.603996,Enterprise,Canada,Finance,238.73,14,4,19.66,1,4.6,6.9,Bank Transfer,0,0,,0.52
CUST_000118,2023-06-13 00:47:40.603996,Premium,Canada,Finance,63.19,15,4,52.6,1,4.4,5.2,Credit Card,0,0,,-1.43
CUST_000119,2024-08-21 00:47:40.603996,Basic,US,Retail,26.81,13,8,16.43,5,79.0,6.1,Bank Transfer,0,0,,1.09
CUST_000120,2025-07-16 00:47:40.603996,Enterprise,US,Retail,162.75,12,10,16.69,1,6.2,8.5,Credit Card,2,0,,-0.47
CUST_000121,2023-09-23 00:47:40.603996,Basic,Japan,Finance,36.18,12,13,269.49,2,42.7,6.1,Credit Card,2,0,,-0.76
CUST_000122,2022-10-21 00:47:40.603996,Enterprise,UK,Finance,126.96,10,11,20.84,1,71.0,9.6,Credit Card,1,0,,-3.27
CUST_000123,2025-06-08 00:47:40.603996,Basic,Australia,Manufacturing,23.8,7,8,14.68,2,3.6,7.2,Credit Card,1,0,,-2.07
CUST_000124,2024-11-30 00:47:40.612048,Basic,UK,Technology,35.29,13,13,2.27,2,40.9,9.1,Credit Card,0,0,,-1.91
CUST_000125,2023-07-05 00:47:40.612387,Premium,US,Healthcare,102.39,16,14,56.14,4,0.1,8.7,Credit Card,1,0,,-2.46
CUST_000126,2023-10-27 00:47:40.613224,Premium,Australia,Finance,82.06,9,11,142.13,3,0.2,8.6,Credit Card,2,0,,-2.77
CUST_000127,2024-03-14 00:47:40.613224,Starter,US,Finance,5.95,11,12,120.47,2,40.7,7.2,Bank Transfer,0,0,,-1.65
CUST_000128,2025-03-21 00:47:40.613224,Basic,UK,Education,20.82,16,14,124.23,2,11.1,9.9,Credit Card,0,0,,-2.22
CUST_000129,2024-03-11 00:47:40.613224,Basic,US,Technology,27.21,13,14,23.81,0,11.7,8.2,Credit Card,1,0,,-1.67
CUST_000130,2025-02-06 00:47:40.613224,Enterprise,UK,Finance,200.11,12,8,129.94,2,3.8,5.9,Bank Transfer,0,0,,-0.04
CUST_000131,2025-01-23 00:47:40.613224,Basic,US,Healthcare,29.08,9,6,1.57,5,6.8,6.9,Bank Transfer,1,1,2025-10-28 00:47:40.613224,2.02
CUST_000132,2025-02-26 00:47:40.613224,Premium,Canada,Technology,81.7,16,5,8.16,2,31.8,5.9,Bank Transfer,0,0,,-0.2
CUST_000133,2024-11-02 00:47:40.613224,Enterprise,US,Education,219.85,11,4,64.03,2,37.5,7.9,Credit Card,2,0,,-0.34
CUST_000134,2024-10-28 00:47:40.613224,Premium,Japan,Healthcare,83.03,18,3,41.36,3,31.0,7.3,Credit Card,0,0,,0.96
CUST_000135,2022-11-17 00:47:40.613224,Premium,Australia,Healthcare,62.83,9,7,35.71,2,15.5,9.2,Credit Card,0,0,,-1.05
CUST_000136,2024-08-13 00:47:40.613224,Basic,US,Retail,23.81,20,5,11.2,1,0.1,7.3,Credit Card,0,0,,-0.36
CUST_000137,2024-01-22 00:47:40.613224,Basic,France,Retail,30.05,17,9,33.44,0,12.6,6.5,Credit Card,0,0,,-0.14
CUST_000138,2023-03-04 00:47:40.613224,Enterprise,France,Technology,200.2,16,9,92.28,1,3.8,9.0,Credit Card,1,0,,-0.76
CUST_000139,2024-05-10 00:47:40.613224,Basic,US,Technology,29.35,18,7,1.71,1,34.2,8.4,Bank Transfer,0,0,,-1.85
CUST_000140,2024-06-01 00:47:40.613224,Enterprise,UK,Finance,98.57,21,8,41.42,0,59.7,6.5,Credit Card,2,0,,1.56
CUST_000141,2023-10-18 00:47:40.613224,Basic,US,Technology,32.25,14,3,3.24,1,6.8,6.2,Credit Card,0,1,2024-06-08 00:47:40.613224,2.13
CUST_000142,2023-06-14 00:47:40.613224,Basic,Australia,Healthcare,30.52,14,10,166.32,0,27.9,3.8,Credit Card,1,1,2024-02-23 00:47:40.613224,2.87
CUST_000143,2022-08-23 00:47:40.613224,Basic,Canada,Finance,29.51,12,5,50.3,1,16.6,9.0,Credit Card,0,0,,-2.31
CUST_000144,2023-01-05 00:47:40.620498,Premium,Australia,Technology,74.48,17,4,11.91,3,27.2,5.2,Credit Card,1,0,,0.82
CUST_000145,2024-11-12 00:47:40.620498,Basic,UK,Healthcare,23.78,24,5,54.96,3,28.0,7.9,Bank Transfer,2,0,,-0.18
CUST_000146,2024-02-26 00:47:40.620498,Enterprise,US,Education,235.38,15,12,56.59,3,89.5,8.5,Credit Card,0,0,,-2.41
CUST_000147,2024-04-13 00:47:40.620498,Basic,US,Retail,16.46,14,13,54.38,5,8.3,6.8,Bank Transfer,2,0,,-1.4
CUST_000148,2025-03-08 00:47:40.620498,Premium,US,Finance,81.4,12,6,39.32,1,10.9,6.5,Credit Card,1,0,,-0.6
CUST_000149,2023-08-25 00:47:40.620498,Premium,US,Retail,58.49,24,3,147.25,2,1.5,9.2,PayPal,0,0,,-0.89
CUST_000150,2025-06-04 00:47:40.620498,Basic,US,Healthcare,35.01,18,12,9.94,3,54.7,6.2,PayPal,0,0,,0.4
CUST_000151,2024-04-02 00:47:40.620498,Basic,Canada,Technology,28.83,25,11,12.37,2,5.8,8.3,Credit Card,1,0,,-4.24
CUST_000152,2024-04-22 00:47:40.620498,Starter,Japan,Healthcare,9.73,15,13,54.92,1,35.4,7.0,Credit Card,0,0,,-1.0
CUST_000153,2025-07-03 00:47:40.620498,Starter,US,Finance,7.75,3,11,25.77,1,55.6,7.5,Credit Card,0,1,2025-09-07 00:47:40.620498,2.62
CUST_000154,2025-03-19 00:47:40.620498,Premium,US,Technology,77.66,8,6,24.41,6,44.0,6.3,PayPal,0,1,2025-08-13 00:47:40.620498,2.75
CUST_000155,2025-03-01 00:47:40.620498,Premium,US,Healthcare,86.77,22,5,16.6,4,36.4,7.0,Credit Card,0,0,,-3.47
CUST_000156,2025-05-14 00:47:40.620498,Basic,US,Education,13.9,13,10,21.74,3,8.2,7.2,Credit Card,0,0,,0.67
CUST_000157,2023-09-10 00:47:40.620498,Premium,US,Healthcare,65.31,14,6,13.1,0,31.4,9.3,Bank Transfer,0,0,,-1.18
CUST_000158,2025-02-22 00:47:40.620498,Basic,US,Retail,26.31,15,8,26.02,2,3.9,5.6,Bank Transfer,0,0,,-1.8
CUST_000159,2022-08-30 00:47:40.620498,Basic,UK,Technology,27.12,27,7,5.41,2,64.8,8.3,Bank Transfer,0,0,,-2.11
CUST_000160,2024-03-17 00:47:40.624720,Starter,Canada,Retail,8.24,22,8,20.44,6,11.5,8.2,Bank Transfer,0,0,,-0.53
CUST_000161,2023-12-25 00:47:40.624720,Basic,Australia,Technology,20.2,15,11,38.21,2,15.8,8.1,Bank Transfer,1,0,,-3.3
CUST_000162,2022-10-27 00:47:40.624720,Basic,Australia,Finance,27.81,19,9,118.27,0,26.9,7.6,Credit Card,0,0,,-0.64
CUST_000163,2024-05-05 00:47:40.624720,Basic,UK,Healthcare,25.35,15,4,28.35,2,11.2,7.7,Credit Card,1,0,,0.5
CUST_000164,2024-10-20 00:47:40.624720,Premium,Australia,Technology,63.77,3,3,5.44,3,20.9,7.6,Credit Card,0,1,2025-09-07 00:47:40.624720,2.56
CUST_000165,2022-11-22 00:47:40.626009,Premium,Canada,Finance,108.57,12,13,3.93,2,21.9,9.7,Credit Card,0,0,,-0.75
CUST_000166,2024-03-07 00:47:40.626009,Starter,US,Finance,10.47,20,14,0.1,1,14.3,5.6,PayPal,0,0,,0.51
CUST_000167,2022-11-22 00:47:40.626009,Enterprise,UK,Healthcare,204.65,11,11,29.91,3,26.8,7.5,Credit Card,2,0,,-1.17
CUST_000168,2023-04-06 00:47:40.626787,Basic,US,Retail,29.09,15,12,60.34,1,40.9,7.4,Credit Card,0,0,,-1.24
CUST_000169,2024-06-23 00:47:40.626787,Starter,US,Healthcare,9.83,9,9,91.16,4,23.0,8.8,Credit Card,0,0,,-1.11
CUST_000170,2025-01-05 00:47:40.626787,Basic,France,Finance,19.04,14,11,1.78,5,18.4,8.1,Credit Card,0,0,,-2.48
CUST_000171,2024-12-31 00:47:40.626787,Enterprise,UK,Technology,132.75,23,14,5.57,3,4.2,8.3,Bank Transfer,1,0,,-3.04
CUST_000172,2023-02-16 00:47:40.626787,Basic,US,Healthcare,29.58,6,12,88.17,4,10.5,8.6,Bank Transfer,0,0,,-2.99
CUST_000173,2023-07-23 00:47:40.626787,Basic,UK,Finance,31.13,15,9,30.98,1,8.4,4.0,Bank Transfer,0,0,,1.93
CUST_000174,2023-03-03 00:47:40.626787,Premium,US,Retail,80.56,24,8,4.36,0,4.3,7.1,Credit Card,0,0,,1.42
CUST_000175,2023-03-29 00:47:40.628810,Basic,UK,Finance,21.01,13,3,28.01,3,16.6,9.0,Credit Card,0,0,,-2.24
CUST_000176,2022-12-04 00:47:40.628810,Basic,UK,Technology,23.81,14,7,72.37,7,52.0,8.6,Bank Transfer,1,0,,-0.94
CUST_000177,2025-03-29 00:47:40.628810,Enterprise,US,Education,185.25,10,5,85.91,2,12.7,6.2,Credit Card,0,0,,-0.67
CUST_000178,2024-12-28 00:47:40.628810,Basic,Canada,Retail,31.09,14,8,28.41,3,10.4,6.6,Credit Card,0,0,,-0.18
CUST_000179,2025-03-15 00:47:40.628810,Enterprise,Canada,Retail,190.68,28,11,43.5,2,10.3,9.2,Credit Card,0,0,,-4.23
CUST_000180,2023-04-15 00:47:40.628810,Enterprise,US,Finance,153.26,1,5,28.38,4,12.9,6.3,Credit Card,0,1,2023-11-04 00:47:40.628810,4.51
CUST_000181,2024-12-06 00:47:40.628810,Premium,Germany,Education,93.89,20,4,24.13,3,28.3,7.6,Credit Card,0,0,,-0.05
CUST_000182,2024-02-24 00:47:40.628810,Basic,US,Finance,31.69,5,6,30.95,4,5.9,5.0,Credit Card,2,1,2024-07-01 00:47:40.628810,2.74
CUST_000183,2024-06-23 00:47:40.628810,Enterprise,Australia,Healthcare,201.71,10,8,4.95,9,15.0,4.9,Credit Card,3,1,2025-04-23 00:47:40.628810,8.64
CUST_000184,2023-01-11 00:47:40.628810,Basic,US,Healthcare,30.39,15,13,0.27,3,1.7,9.5,Credit Card,0,0,,-1.2
CUST_000185,2024-10-03 00:47:40.628810,Premium,UK,Education,55.51,9,7,271.66,5,14.6,9.3,Credit Card,1,0,,-0.83
CUST_000186,2023-03-06 00:47:40.628810,Premium,Canada,Finance,58.28,14,6,26.71,1,20.8,8.5,Credit Card,1,0,,-2.07
