customer_id,ticket_id,ticket_date,ticket_type,priority,status,resolution_time_hours,customer_satisfaction
CUST_000011,TKT_000018,2025-08-24 00:47:40.570895,Billing Question,High,In Progress,3.4,9.207175144160992
CUST_000012,TKT_000019,2024-12-17 00:47:40.570895,Feature Request,Medium,Open,42.5,7.407061532598393
CUST_000013,TKT_000020,2024-04-29 00:47:40.570895,Technical Issue,Low,Resolved,29.2,6.812977972346851
CUST_000013,TKT_000021,2024-10-12 00:47:40.570895,Feature Request,Medium,In Progress,72.0,8.44277276256068
CUST_000015,TKT_000022,2025-03-17 00:47:40.570895,Account Access,Medium,Resolved,31.2,7.50328313239026
CUST_000015,TKT_000023,2025-03-18 00:47:40.570895,General Inquiry,Low,In Progress,114.3,8.628660749104874
CUST_000015,TKT_000024,2024-08-09 00:47:40.570895,Feature Request,High,Closed,2.7,6.406724282899324
CUST_000016,TKT_000025,2023-07-20 00:47:40.586908,Billing Question,Low,Closed,31.5,9.22007875735302
CUST_000018,TKT_000026,2023-11-11 00:47:40.586908,General Inquiry,Critical,Resolved,9.7,6.990218919061908
CUST_000019,TKT_000027,2024-08-13 00:47:40.586908,Feature Request,High,Closed,7.9,8.17112035742335
CUST_000019,TKT_000028,2024-05-17 00:47:40.586908,Technical Issue,Medium,In Progress,97.7,6.150203906736669
CUST_000019,TKT_000029,2024-03-22 00:47:40.586908,General Inquiry,Medium,Closed,2.5,4.631912306173964
CUST_000019,TKT_000030,2024-04-21 00:47:40.586908,Account Access,Critical,Closed,4.7,6.009377187109911
CUST_000020,TKT_000031,2025-07-30 00:47:40.586908,Account Access,High,Resolved,59.5,9.05573099018428
CUST_000021,TKT_000032,2024-09-12 00:47:40.586908,Feature Request,Critical,Closed,7.8,6.220684886828666
CUST_000021,TKT_000033,2024-10-29 00:47:40.586908,Billing Question,Medium,Open,3.5,8.300299845458934
CUST_000021,TKT_000034,2024-08-28 00:47:40.586908,Technical Issue,Medium,Closed,68.8,6.26887250758476
CUST_000022,TKT_000035,2023-05-21 00:47:40.586908,Billing Question,Low,Resolved,92.0,5.527886809893467
CUST_000022,TKT_000036,2024-01-22 00:47:40.586908,Technical Issue,High,In Progress,18.8,7.128232931390978
CUST_000022,TKT_000037,2023-12-16 00:47:40.586908,Feature Request,Critical,In Progress,1.6,3.3120134927760274
CUST_000022,TKT_000038,2023-12-06 00:47:40.586908,General Inquiry,High,In Progress,52.2,7.888864219235422
CUST_000022,TKT_000039,2023-07-09 00:47:40.586908,Feature Request,Critical,Closed,1.0,10.181136288883653
CUST_000022,TKT_000040,2023-10-14 00:47:40.586908,Account Access,Medium,Open,32.8,7.036597616677235
CUST_000023,TKT_000041,2023-12-25 00:47:40.586908,Technical Issue,Medium,Resolved,9.2,8.20630817599779
CUST_000025,TKT_000042,2025-06-18 00:47:40.586908,Account Access,High,Closed,60.7,5.867125386852527
CUST_000025,TKT_000043,2025-02-15 00:47:40.586908,Account Access,Critical,Resolved,6.3,7.230556817627736
CUST_000025,TKT_000044,2025-06-29 00:47:40.586908,Billing Question,High,Open,18.4,7.452846955912004
CUST_000026,TKT_000045,2025-02-05 00:47:40.586908,General Inquiry,Low,Resolved,22.1,7.392320922492286
CUST_000026,TKT_000046,2024-12-17 00:47:40.586908,Feature Request,Low,Open,50.3,9.692793851005913
CUST_000026,TKT_000047,2024-08-08 00:47:40.586908,Technical Issue,Critical,Resolved,1.7,5.744615465011721
CUST_000028,TKT_000048,2025-04-21 00:47:40.586908,Billing Question,High,Open,28.8,7.016068499497968
CUST_000028,TKT_000049,2025-09-14 00:47:40.586908,Feature Request,Low,Resolved,67.4,7.262450080644613
CUST_000029,TKT_000050,2025-03-17 00:47:40.586908,Billing Question,High,Open,11.6,7.398939700227189
CUST_000029,TKT_000051,2025-07-19 00:47:40.586908,Technical Issue,Medium,Closed,13.0,6.9816861557171705
CUST_000030,TKT_000052,2023-10-07 00:47:40.586908,Billing Question,High,Open,3.5,5.682957946759032
CUST_000030,TKT_000053,2024-05-29 00:47:40.586908,General Inquiry,High,Closed,7.7,5.963959665812045
CUST_000031,TKT_000054,2025-09-07 00:47:40.590625,Account Access,Critical,In Progress,3.8,8.879512376092153
CUST_000031,TKT_000055,2025-10-31 00:47:40.590625,General Inquiry,Medium,In Progress,23.0,10.127734393913348
CUST_000032,TKT_000056,2023-11-09 00:47:40.590625,Technical Issue,Low,In Progress,134.8,4.676128187123573
CUST_000032,TKT_000057,2023-09-06 00:47:40.590625,Technical Issue,High,Open,17.0,5.054088775253309
CUST_000033,TKT_000058,2024-07-31 00:47:40.590625,Billing Question,Critical,In Progress,0.7,5.890868313607082
CUST_000033,TKT_000059,2023-12-19 00:47:40.590625,Technical Issue,Low,Resolved,35.7,7.385817772541865
CUST_000034,TKT_000060,2024-12-02 00:47:40.590625,General Inquiry,High,Resolved,0.9,7.604914456860907
CUST_000035,TKT_000061,2025-12-11 00:47:40.590625,General Inquiry,High,Open,9.9,5.5644957325107
CUST_000035,TKT_000062,2025-05-27 00:47:40.590625,Account Access,High,Open,0.2,8.201752323687582
CUST_000035,TKT_000063,2025-08-24 00:47:40.590625,Billing Question,High,Resolved,21.1,7.73091176396856
CUST_000036,TKT_000064,2023-06-18 00:47:40.590625,Account Access,Medium,Closed,10.5,9.424931502872292
CUST_000036,TKT_000065,2023-01-13 00:47:40.590625,Account Access,Medium,Closed,141.9,5.985237350711911
CUST_000037,TKT_000066,2025-08-21 00:47:40.590625,General Inquiry,Critical,Open,8.2,10.201084728825398
CUST_000037,TKT_000067,2025-09-29 00:47:40.590625,Technical Issue,Critical,Open,1.2,8.820846643557116
CUST_000037,TKT_000068,2024-11-25 00:47:40.590625,Billing Question,High,In Progress,43.0,7.1400297390818555
CUST_000038,TKT_000069,2023-08-05 00:47:40.590625,Billing Question,Critical,Closed,1.2,6.1223502395069005
CUST_000039,TKT_000070,2025-02-10 00:47:40.590625,Feature Request,Medium,Closed,16.5,8.218676763988599
CUST_000039,TKT_000071,2026-01-22 00:47:40.590625,Feature Request,Low,In Progress,38.5,7.568816656295919
CUST_000039,TKT_000072,2025-12-10 00:47:40.590625,Feature Request,Critical,Open,3.3,6.455444798599809
CUST_000039,TKT_000073,2025-12-06 00:47:40.590625,Technical Issue,Low,Resolved,35.8,6.016385275191976
CUST_000039,TKT_000074,2025-02-23 00:47:40.590625,Account Access,Critical,Resolved,1.0,8.016012706101339
CUST_000040,TKT_000075,2024-04-02 00:47:40.590625,Account Access,High,Closed,9.5,3.8687779577885566
CUST_000040,TKT_000076,2024-02-12 00:47:40.590625,Technical Issue,Medium,Resolved,59.3,6.987280604283817
CUST_000040,TKT_000077,2024-02-15 00:47:40.590625,Feature Request,Low,Closed,17.8,7.809899584237166
CUST_000040,TKT_000078,2024-09-13 00:47:40.590625,Technical Issue,Critical,Closed,5.2,8.540347641898531
CUST_000040,TKT_000079,2024-03-12 00:47:40.590625,Account Access,Low,In Progress,42.7,6.19512610893851
CUST_000040,TKT_000080,2023-12-05 00:47:40.590625,Account Access,High,Resolved,3.6,7.981551885482781
CUST_000042,TKT_000081,2025-01-22 00:47:40.593771,Account Access,Low,Open,107.8,9.252801415138876
CUST_000042,TKT_000082,2024-12-16 00:47:40.593771,Billing Question,High,Closed,2.2,6.2113081702980795
CUST_000042,TKT_000083,2024-09-10 00:47:40.593771,Account Access,Critical,Closed,0.9,7.991034298624729
CUST_000042,TKT_000084,2024-11-21 00:47:40.593771,Account Access,Medium,In Progress,17.4,8.390075888274904
CUST_000042,TKT_000085,2024-11-27 00:47:40.593771,Billing Question,Critical,Open,4.6,8.627191585814256
CUST_000042,TKT_000086,2025-04-08 00:47:40.593771,General Inquiry,Medium,Resolved,7.9,8.984411388926155
CUST_000042,TKT_000087,2024-11-10 00:47:40.593771,Billing Question,High,In Progress,15.6,4.876256035642347
CUST_000042,TKT_000088,2024-11-29 00:47:40.593771,Technical Issue,Critical,Resolved,3.3,10.802069909478577
CUST_000043,TKT_000089,2025-10-05 00:47:40.593771,Technical Issue,Low,In Progress,111.1,6.964480770987913
CUST_000043,TKT_000090,2025-11-25 00:47:40.593771,Billing Question,Medium,Closed,12.7,4.925449817785166
CUST_000044,TKT_000091,2024-11-12 00:47:40.593771,General Inquiry,High,Open,13.0,9.038418653856013
CUST_000044,TKT_000092,2024-06-23 00:47:40.593771,Account Access,Critical,Open,0.3,5.6901713607889
CUST_000045,TKT_000093,2024-04-06 00:47:40.593771,Feature Request,Critical,Open,3.6,9.125034940808048
CUST_000045,TKT_000094,2024-09-04 00:47:40.593771,Account Access,Low,Resolved,82.8,11.706566395585753
CUST_000047,TKT_000095,2024-11-16 00:47:40.593771,Billing Question,Medium,Resolved,70.6,10.23287480726431
CUST_000048,TKT_000096,2025-04-27 00:47:40.595383,General Inquiry,Critical,In Progress,1.7,5.2190626569847405
CUST_000049,TKT_000097,2024-07-24 00:47:40.595383,General Inquiry,Low,Resolved,36.6,8.387695056912527
CUST_000050,TKT_000098,2023-04-11 00:47:40.595383,Technical Issue,High,Closed,0.4,6.349592163439903
CUST_000050,TKT_000099,2023-08-12 00:47:40.595383,Account Access,Critical,Closed,2.2,7.8494012203119485
CUST_000050,TKT_000100,2023-06-11 00:47:40.595383,General Inquiry,Low,Closed,124.2,3.6376925598678906
CUST_000050,TKT_000101,2023-01-06 00:47:40.595383,Account Access,Low,Resolved,27.5,10.67193756812015
CUST_000050,TKT_000102,2023-03-30 00:47:40.595383,Billing Question,High,Closed,15.5,5.8938476178696675
CUST_000051,TKT_000103,2023-11-29 00:47:40.595383,Billing Question,Critical,Resolved,2.2,9.028104276967863
CUST_000051,TKT_000104,2023-08-27 00:47:40.595383,Billing Question,Critical,Resolved,9.1,7.0281190409761605
CUST_000051,TKT_000105,2024-03-03 00:47:40.595383,Feature Request,Medium,Open,61.2,5.8564176898194775
CUST_000052,TKT_000106,2025-06-08 00:47:40.595383,Account Access,Medium,Open,193.5,9.467303436246416
CUST_000052,TKT_000107,2024-10-08 00:47:40.595383,Feature Request,Critical,In Progress,7.4,5.6177134376218065
CUST_000053,TKT_000108,2023-07-18 00:47:40.595383,Technical Issue,Low,Closed,12.1,6.230202979470607
CUST_000053,TKT_000109,2024-01-18 00:47:40.595383,Feature Request,Medium,Open,0.0,5.8641471661720015
CUST_000053,TKT_000110,2024-02-16 00:47:40.595383,Technical Issue,Low,Closed,69.8,9.732796899706925
CUST_000053,TKT_000111,2023-09-18 00:47:40.595383,Feature Request,High,Open,90.3,7.618669206731285
CUST_000054,TKT_000112,2023-11-22 00:47:40.595383,Billing Question,High,Closed,20.3,7.001676193620402
CUST_000054,TKT_000113,2024-01-09 00:47:40.595383,General Inquiry,High,Open,14.6,6.852169537130481
CUST_000054,TKT_000114,2023-11-10 00:47:40.595383,General Inquiry,Low,Closed,297.7,6.656499055757596
CUST_000054,TKT_000115,2024-03-19 00:47:40.595383,Technical Issue,Critical,In Progress,1.4,5.259305813051496
CUST_000054,TKT_000116,2023-12-19 00:47:40.595383,Account Access,Medium,In Progress,28.0,7.5332333336455655
CUST_000055,TKT_000117,2024-08-07 00:47:40.595383,General Inquiry,Low,Open,138.4,6.388632887256676
CUST_000055,TKT_000118,2025-02-26 00:47:40.595383,Technical Issue,Medium,Closed,46.6,6.68338389617516
CUST_000056,TKT_000119,2024-04-22 00:47:40.595383,Feature Request,Low,Resolved,22.6,9.391139167426063
CUST_000056,TKT_000120,2025-01-16 00:47:40.595383,General Inquiry,High,In Progress,8.3,4.700749640205117
CUST_000057,TKT_000121,2025-04-25 00:47:40.595383,Technical Issue,Critical,Resolved,3.9,9.008239673212287
CUST_000057,TKT_000122,2025-04-06 00:47:40.595383,Technical Issue,Critical,In Progress,2.0,8.789363085242261
CUST_000057,TKT_000123,2026-01-31 00:47:40.595383,Billing Question,Medium,Closed,98.2,9.257310246601774
CUST_000057,TKT_000124,2025-05-17 00:47:40.595383,Feature Request,Critical,Open,9.9,8.321453379407068
CUST_000057,TKT_000125,2025-05-22 00:47:40.595383,Billing Question,High,Open,34.0,4.472774187030088
CUST_000057,TKT_000126,2025-10-04 00:47:40.595383,Billing Question,Medium,Resolved,23.5,3.9545128294363074
CUST_000057,TKT_000127,2026-01-21 00:47:40.595383,Account Access,Low,Resolved,121.9,6.574589770928399
CUST_000057,TKT_000128,2025-08-23 00:47:40.595383,Feature Request,Critical,Open,0.8,7.629698923773614
CUST_000059,TKT_000129,2024-07-02 00:47:40.595383,Account Access,Low,Closed,61.8,9.16753622176739
CUST_000059,TKT_000130,2024-11-28 00:47:40.595383,Billing Question,Medium,In Progress,26.7,4.549214742551296
CUST_000060,TKT_000131,2024-12-21 00:47:40.595383,Billing Question,Critical,Resolved,2.8,7.858885875151787
CUST_000060,TKT_000132,2025-06-27 00:47:40.595383,Technical Issue,High,In Progress,24.1,7.512093926023644
CUST_000061,TKT_000133,2023-03-05 00:47:40.595383,Account Access,Low,Open,85.0,6.006286951982794
CUST_000061,TKT_000134,2023-09-13 00:47:40.595383,Billing Question,Medium,In Progress,77.9,6.908444070985719
CUST_000062,TKT_000135,2023-11-08 00:47:40.595383,Technical Issue,Low,Resolved,54.7,8.041389848890988
CUST_000062,TKT_000136,2024-03-13 00:47:40.595383,General Inquiry,High,Resolved,14.0,6.180183560132235
CUST_000064,TKT_000137,2025-03-24 00:47:40.599251,Feature Request,High,Resolved,13.6,10.192074933468891
CUST_000064,TKT_000138,2024-10-26 00:47:40.599251,General Inquiry,Medium,Open,167.2,7.939766567029301
CUST_000065,TKT_000139,2024-02-03 00:47:40.599251,Feature Request,Medium,Open,35.6,8.193351482141543
CUST_000070,TKT_000140,2023-08-09 00:47:40.599251,Feature Request,High,Open,8.7,6.879240456442349
CUST_000070,TKT_000141,2024-02-19 00:47:40.599251,Technical Issue,Medium,Open,15.0,7.088317440321823
CUST_000071,TKT_000142,2024-08-07 00:47:40.599251,Feature Request,High,In Progress,6.8,5.94620745132736
CUST_000072,TKT_000143,2025-03-09 00:47:40.599251,Feature Request,High,Open,7.7,6.5761248032002815
CUST_000072,TKT_000144,2025-05-30 00:47:40.599251,Billing Question,Medium,Resolved,29.7,8.84293696091151
CUST_000072,TKT_000145,2025-03-10 00:47:40.599251,Technical Issue,High,Open,6.7,6.64493014564137
CUST_000073,TKT_000146,2024-11-26 00:47:40.599251,Feature Request,Low,Closed,39.5,6.780213585775464
CUST_000073,TKT_000147,2024-07-09 00:47:40.599251,General Inquiry,Medium,In Progress,7.7,8.411515196947327
CUST_000074,TKT_000148,2023-12-25 00:47:40.602241,Account Access,High,Open,22.8,5.695736502704028
CUST_000076,TKT_000149,2022-10-15 00:47:40.602241,Feature Request,Critical,Open,1.6,5.503669437436906
CUST_000077,TKT_000150,2023-09-09 00:47:40.602241,Technical Issue,Medium,Open,135.8,5.123393576704889
CUST_000077,TKT_000151,2022-12-29 00:47:40.602241,Feature Request,Critical,In Progress,5.7,7.201443626295082
CUST_000077,TKT_000152,2023-05-16 00:47:40.602241,Account Access,High,Closed,27.6,6.592989936672777
CUST_000079,TKT_000153,2025-01-30 00:47:40.602241,General Inquiry,Low,In Progress,129.0,4.823287938496253
CUST_000080,TKT_000154,2024-07-22 00:47:40.602241,Technical Issue,Critical,Closed,3.1,6.42905882903672
CUST_000080,TKT_000155,2024-03-24 00:47:40.602241,Technical Issue,Medium,Resolved,32.7,9.947693103820624
CUST_000081,TKT_000156,2025-01-14 00:47:40.603996,General Inquiry,Low,Resolved,251.5,7.265368591353655
CUST_000081,TKT_000157,2024-06-16 00:47:40.603996,General Inquiry,High,In Progress,7.2,5.791752822315459
CUST_000084,TKT_000158,2024-06-01 00:47:40.603996,Billing Question,Medium,In Progress,79.8,7.850148640671382
CUST_000084,TKT_000159,2023-09-27 00:47:40.603996,Technical Issue,High,Closed,13.6,7.932898093682311
CUST_000085,TKT_000160,2024-05-22 00:47:40.603996,Billing Question,High,Resolved,68.6,4.026899368435387
CUST_000086,TKT_000161,2025-01-26 00:47:40.603996,Billing Question,High,In Progress,1.6,7.4681815449734446
CUST_000086,TKT_000162,2024-11-10 00:47:40.603996,General Inquiry,Low,Open,34.5,11.225268126542051
CUST_000086,TKT_000163,2024-10-27 00:47:40.603996,Account Access,Low,In Progress,10.9,4.94852167841274
CUST_000086,TKT_000164,2025-10-05 00:47:40.603996,Billing Question,High,Closed,6.0,9.343257256365773
CUST_000086,TKT_000165,2025-01-07 00:47:40.603996,Feature Request,Critical,Closed,1.4,5.042768235344173
CUST_000086,TKT_000166,2024-11-30 00:47:40.603996,Account Access,Low,Resolved,41.1,6.724718928751756
CUST_000089,TKT_000167,2025-05-26 00:47:40.603996,Technical Issue,Medium,Closed,3.4,9.031016956934184
CUST_000089,TKT_000168,2025-06-09 00:47:40.603996,Technical Issue,Critical,Open,6.7,4.012552918160209
CUST_000089,TKT_000169,2025-04-26 00:47:40.603996,Feature Request,High,In Progress,27.1,9.24829734448999
CUST_000090,TKT_000170,2026-03-01 00:47:40.603996,Technical Issue,Low,Open,4.7,6.7759830103556205
CUST_000092,TKT_000171,2025-06-14 00:47:40.603996,General Inquiry,High,Closed,51.3,4.215598551823153
CUST_000092,TKT_000172,2025-08-19 00:47:40.603996,Feature Request,Medium,Closed,21.4,5.230749587844685
CUST_000093,TKT_000173,2025-06-11 00:47:40.603996,Billing Question,Low,In Progress,5.8,5.525465722148134
CUST_000095,TKT_000174,2025-12-09 00:47:40.603996,Technical Issue,Medium,Open,28.8,5.020724131174727
CUST_000097,TKT_000175,2023-07-14 00:47:40.603996,Feature Request,Medium,Open,140.7,9.196325970931564
CUST_000098,TKT_000176,2025-02-01 00:47:40.603996,General Inquiry,Medium,Resolved,8.3,5.383111180485885
CUST_000098,TKT_000177,2024-06-29 00:47:40.603996,Technical Issue,Critical,In Progress,2.0,8.958621917461091
CUST_000098,TKT_000178,2024-12-20 00:47:40.603996,Technical Issue,High,Closed,7.3,4.2168606163019975
CUST_000098,TKT_000179,2024-09-23 00:47:40.603996,Technical Issue,Medium,Open,86.7,9.381886943029672
CUST_000100,TKT_000180,2024-11-28 00:47:40.603996,Account Access,High,Resolved,18.6,10.593796631963254
CUST_000100,TKT_000181,2025-08-08 00:47:40.603996,Technical Issue,Medium,Resolved,109.7,8.327611583374981
CUST_000102,TKT_000182,2023-10-02 00:47:40.603996,Billing Question,High,Closed,3.5,7.618439817218251
CUST_000103,TKT_000183,2025-05-16 00:47:40.603996,Account Access,High,Closed,27.6,7.53233030810691
CUST_000104,TKT_000184,2023-12-26 00:47:40.603996,Billing Question,Low,In Progress,9.5,7.222010352294372
CUST_000104,TKT_000185,2024-06-27 00:47:40.603996,Technical Issue,Critical,In Progress,4.1,7.416850400648097
CUST_000105,TKT_000186,2023-08-29 00:47:40.603996,Technical Issue,High,Open,17.4,9.45753874171417
CUST_000111,TKT_000187,2025-06-17 00:47:40.603996,General Inquiry,High,Resolved,48.7,8.362127003893871
CUST_000114,TKT_000188,2023-12-05 00:47:40.603996,Billing Question,Low,In Progress,158.6,5.611206289552984
CUST_000114,TKT_000189,2024-03-20 00:47:40.603996,Technical Issue,Low,In Progress,144.7,7.9632664317344695
CUST_000114,TKT_000190,2024-03-10 00:47:40.603996,Technical Issue,High,In Progress,17.1,5.639646058145782
CUST_000115,TKT_000191,2023-01-01 00:47:40.603996,Technical Issue,Low,Resolved,124.5,5.746382834220897
CUST_000115,TKT_000192,2023-06-14 00:47:40.603996,Account Access,Critical,Open,4.1,9.359232721961483
CUST_000115,TKT_000193,2023-05-05 00:47:40.603996,Technical Issue,Critical,Closed,3.3,6.637321008835737
CUST_000115,TKT_000194,2023-07-17 00:47:40.603996,Feature Request,Low,Resolved,161.5,6.068591349711766
CUST_000115,TKT_000195,2022-11-03 00:47:40.603996,Technical Issue,High,In Progress,23.9,6.890376378747884
CUST_000116,TKT_000196,2024-08-26 00:47:40.603996,Billing Question,Medium,Resolved,25.1,6.765766438118881
CUST_000119,TKT_000197,2025-02-06 00:47:40.603996,General Inquiry,High,Resolved,14.1,10.425952210733142
CUST_000119,TKT_000198,2025-07-17 00:47:40.603996,Account Access,High,Closed,4.9,7.365966201649455
CUST_000119,TKT_000199,2025-04-02 00:47:40.603996,Feature Request,High,Resolved,1.4,8.569426149304512
CUST_000119,TKT_000200,2025-01-27 00:47:40.603996,Account Access,High,Closed,30.4,9.037844740651735
CUST_000119,TKT_000201,2025-05-03 00:47:40.603996,Feature Request,Medium,Closed,77.2,3.2753200982117496
CUST_000119,TKT_000202,2025-06-17 00:47:40.603996,Feature Request,High,Open,41.1,8.283668174141312
CUST_000119,TKT_000203,2024-12-18 00:47:40.603996,General Inquiry,Low,Resolved,51.1,10.418359409897059
CUST_000121,TKT_000204,2023-10-01 00:47:40.603996,Billing Question,Critical,In Progress,0.4,6.364123830368696
CUST_000121,TKT_000205,2023-11-01 00:47:40.603996,Account Access,Medium,Resolved,34.6,6.582873155590071
CUST_000122,TKT_000206,2022-11-29 00:47:40.603996,Feature Request,High,In Progress,31.2,8.438049585429736
CUST_000123,TKT_000207,2025-12-10 00:47:40.603996,Technical Issue,Medium,Resolved,41.3,5.394176907656613
CUST_000123,TKT_000208,2026-01-06 00:47:40.603996,Technical Issue,Critical,Open,15.4,5.625811995420045
CUST_000124,TKT_000209,2025-03-14 00:47:40.612048,Technical Issue,Low,Resolved,28.7,9.093384086028694
CUST_000124,TKT_000210,2025-08-20 00:47:40.612048,General Inquiry,Low,Closed,75.6,10.549812208860555
CUST_000124,TKT_000211,2025-11-04 00:47:40.612048,Account Access,Medium,Open,28.1,5.77810514725344
CUST_000125,TKT_000212,2024-01-27 00:47:40.612387,Billing Question,Critical,Resolved,6.8,3.1323462829164304
CUST_000125,TKT_000213,2023-12-13 00:47:40.612387,Feature Request,Medium,In Progress,71.1,5.462769938981893
CUST_000125,TKT_000214,2024-03-13 00:47:40.612387,Technical Issue,Medium,Resolved,64.3,6.059891418798311
CUST_000125,TKT_000215,2024-05-22 00:47:40.612387,Account Access,High,Open,12.8,3.891780812359078
CUST_000125,TKT_000216,2023-11-24 00:47:40.612387,Account Access,Medium,In Progress,22.6,4.254934684183846
CUST_000125,TKT_000217,2023-09-03 00:47:40.612387,Feature Request,High,Open,12.1,11.332142727141841
CUST_000126,TKT_000218,2024-09-28 00:47:40.613224,Technical Issue,High,In Progress,25.0,7.525221276151845
CUST_000126,TKT_000219,2024-02-25 00:47:40.613224,Billing Question,Critical,Open,0.1,5.297987805280542
CUST_000126,TKT_000220,2024-09-22 00:47:40.613224,Billing Question,Critical,Resolved,6.0,7.113344406800124
CUST_000126,TKT_000221,2024-09-25 00:47:40.613224,Feature Request,Low,Open,130.9,6.9748888194338905
CUST_000127,TKT_000222,2024-04-12 00:47:40.613224,Billing Question,Low,Open,53.6,10.086537728567503
CUST_000127,TKT_000223,2024-07-08 00:47:40.613224,Feature Request,High,Closed,24.1,6.1206532606858115
CUST_000127,TKT_000224,2024-11-10 00:47:40.613224,Billing Question,Critical,Resolved,14.7,6.422810616737024
CUST_000128,TKT_000225,2025-10-02 00:47:40.613224,Account Access,Critical,In Progress,1.7,6.919675972732332
CUST_000128,TKT_000226,2025-05-04 00:47:40.613224,Account Access,Medium,In Progress,41.1,7.970896602941048
CUST_000128,TKT_000227,2025-04-07 00:47:40.613224,Account Access,Low,In Progress,252.7,6.237266768018956
CUST_000130,TKT_000228,2026-01-26 00:47:40.613224,Account Access,Low,Closed,65.7,6.218186846725471
CUST_000131,TKT_000229,2025-07-06 00:47:40.613224,Feature Request,Low,Resolved,42.9,5.367591373578765
CUST_000131,TKT_000230,2025-11-22 00:47:40.613224,Feature Request,Medium,Resolved,181.9,5.078159106779868
CUST_000131,TKT_000231,2025-05-20 00:47:40.613224,Billing Question,Critical,Open,0.5,9.87993417714177
CUST_000131,TKT_000232,2025-12-27 00:47:40.613224,Technical Issue,Low,In Progress,149.2,4.65178265263356
CUST_000131,TKT_000233,2025-04-24 00:47:40.613224,General Inquiry,Critical,Resolved,5.4,7.718627440509115
CUST_000132,TKT_000234,2025-05-21 00:47:40.613224,Billing Question,Critical,Resolved,0.8,5.322972596250764
CUST_000132,TKT_000235,2025-08-15 00:47:40.613224,General Inquiry,High,Resolved,28.4,7.437260640550745
CUST_000133,TKT_000236,2025-02-12 00:47:40.613224,Billing Question,Medium,Open,92.5,8.596799840102504
CUST_000134,TKT_000237,2025-06-03 00:47:40.613224,Account Access,Low,In Progress,22.0,5.5781057898510165
CUST_000134,TKT_000238,2025-08-21 00:47:40.613224,General Inquiry,High,Open,24.5,5.712886780718935
CUST_000135,TKT_000239,2023-06-10 00:47:40.613224,Billing Question,Critical,Open,2.7,7.714982556949391
CUST_000135,TKT_000240,2023-06-06 00:47:40.613224,Technical Issue,Critical,Resolved,4.8,6.268687510065479
CUST_000136,TKT_000241,2024-10-08 00:47:40.613224,Technical Issue,Medium,Open,3.8,4.610182109667885
CUST_000136,TKT_000242,2025-02-22 00:47:40.613224,Account Access,High,In Progress,18.4,2.713998793685078
CUST_000138,TKT_000243,2023-09-10 00:47:40.613224,Account Access,Low,In Progress,2.2,10.175340924487864
CUST_000139,TKT_000244,2025-03-17 00:47:40.613224,Feature Request,Low,In Progress,82.9,3.9216071753972126
CUST_000141,TKT_000245,2023-10-28 00:47:40.613224,Feature Request,Medium,In Progress,18.1,3.1305534466252287
CUST_000141,TKT_000246,2024-10-12 00:47:40.613224,Billing Question,Medium,Closed,2.9,8.787988070883316
CUST_000144,TKT_000247,2023-11-06 00:47:40.620498,Feature Request,Critical,Resolved,2.2,6.042667990255221
CUST_000144,TKT_000248,2023-12-05 00:47:40.620498,Feature Request,High,Open,1.0,7.467300604035384
